_original_index,comment_id,Topic,Name,Primary_Concern,Top_n_words,Probability
5496,ICEB-2025-0001-5513,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5497,ICEB-2025-0001-5514,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5498,ICEB-2025-0001-5515,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5499,ICEB-2025-0001-5516,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5500,ICEB-2025-0001-5517,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5501,ICEB-2025-0001-5518,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5502,ICEB-2025-0001-5519,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5503,ICEB-2025-0001-5520,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5504,ICEB-2025-0001-5521,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5505,ICEB-2025-0001-5522,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5506,ICEB-2025-0001-5523,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5507,ICEB-2025-0001-5524,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5508,ICEB-2025-0001-5525,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5509,ICEB-2025-0001-5526,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5510,ICEB-2025-0001-5527,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5511,ICEB-2025-0001-5528,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5512,ICEB-2025-0001-5529,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5513,ICEB-2025-0001-5530,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5514,ICEB-2025-0001-5531,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.8985575527359612
5515,ICEB-2025-0001-5532,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5516,ICEB-2025-0001-5533,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5517,ICEB-2025-0001-5534,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5518,ICEB-2025-0001-5535,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5519,ICEB-2025-0001-5537,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5520,ICEB-2025-0001-5538,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5521,ICEB-2025-0001-5539,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5522,ICEB-2025-0001-5540,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5523,ICEB-2025-0001-5541,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5524,ICEB-2025-0001-5542,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5525,ICEB-2025-0001-5543,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5526,ICEB-2025-0001-5544,2,2_international_international students_students_economy,Economic and institutional impacts of international student restrictions,international - international students - students - economy - economic - second - policy - degrees - state - academic,0.4461590471908823
5527,ICEB-2025-0001-5545,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5528,ICEB-2025-0001-5546,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.9011447609523888
5529,ICEB-2025-0001-5547,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5530,ICEB-2025-0001-5548,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5531,ICEB-2025-0001-5549,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5532,ICEB-2025-0001-5550,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5533,ICEB-2025-0001-5551,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5534,ICEB-2025-0001-5552,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5535,ICEB-2025-0001-5553,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.8787963137486623
5536,ICEB-2025-0001-5554,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5537,ICEB-2025-0001-5555,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.9767694043745088
5538,ICEB-2025-0001-5556,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5021470370374291
5539,ICEB-2025-0001-5557,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
5540,ICEB-2025-0001-5558,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5541,ICEB-2025-0001-5559,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6404683374871901
5542,ICEB-2025-0001-5560,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5543,ICEB-2025-0001-5561,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5544,ICEB-2025-0001-5562,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5545,ICEB-2025-0001-5563,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5546,ICEB-2025-0001-5564,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5547,ICEB-2025-0001-5565,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.913683171165868
5548,ICEB-2025-0001-5566,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5549,ICEB-2025-0001-5567,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5550,ICEB-2025-0001-5568,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5551,ICEB-2025-0001-5569,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5552,ICEB-2025-0001-5570,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.9409768217038303
5553,ICEB-2025-0001-5571,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5554,ICEB-2025-0001-5572,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5555,ICEB-2025-0001-5573,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5556,ICEB-2025-0001-5574,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5393523381215243
5557,ICEB-2025-0001-5575,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.98797884277214
5558,ICEB-2025-0001-5576,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5559,ICEB-2025-0001-5577,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6819029816870016
5560,ICEB-2025-0001-5578,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5682693326569657
5561,ICEB-2025-0001-5579,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5562,ICEB-2025-0001-5580,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7079904377370297
5563,ICEB-2025-0001-5581,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7140218627709134
5564,ICEB-2025-0001-5582,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5565,ICEB-2025-0001-5583,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7345587005846689
5566,ICEB-2025-0001-5584,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5567,ICEB-2025-0001-5585,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.7944784117799834
5568,ICEB-2025-0001-5586,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5569,ICEB-2025-0001-5587,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5366629885623273
5570,ICEB-2025-0001-5588,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5571,ICEB-2025-0001-5589,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8384634166440128
5572,ICEB-2025-0001-5590,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7134944760743931
5573,ICEB-2025-0001-5591,7,7_attached_see attached_attached file_see,Concern provided in an attached file,attached - see attached - attached file - see - file - please see attached - please see - please - comment attached - comment,0.8924916382298462
5574,ICEB-2025-0001-5592,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6712529846209296
5575,ICEB-2025-0001-5593,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5576,ICEB-2025-0001-5594,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7402670269136767
5577,ICEB-2025-0001-5595,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5578,ICEB-2025-0001-5596,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5579,ICEB-2025-0001-5597,4,4_physicians_training_medical_care,Disruption to physician training and patient care,physicians - training - medical - care - patient - patient care - residency - healthcare - hospitals - physician,0.7595479736645061
5580,ICEB-2025-0001-5598,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.562242518749203
5581,ICEB-2025-0001-5599,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5582,ICEB-2025-0001-5600,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6923790312133582
5583,ICEB-2025-0001-5601,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5584,ICEB-2025-0001-5602,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4314282016989821
5585,ICEB-2025-0001-5603,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5586,ICEB-2025-0001-5604,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8314409766169115
5587,ICEB-2025-0001-5605,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5588,ICEB-2025-0001-5606,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6774772763203261
5589,ICEB-2025-0001-5607,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5590,ICEB-2025-0001-5608,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5591,ICEB-2025-0001-5609,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5592,ICEB-2025-0001-5610,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5053762915327265
5593,ICEB-2025-0001-5611,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
5594,ICEB-2025-0001-5612,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5595,ICEB-2025-0001-5613,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5596,ICEB-2025-0001-5614,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5597,ICEB-2025-0001-5615,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5598,ICEB-2025-0001-5616,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5599,ICEB-2025-0001-5617,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7356112053203212
5600,ICEB-2025-0001-5618,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5601,ICEB-2025-0001-5619,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5602,ICEB-2025-0001-5620,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5603,ICEB-2025-0001-5621,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5604,ICEB-2025-0001-5622,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7987895376890205
5605,ICEB-2025-0001-5623,4,4_physicians_training_medical_care,Disruption to physician training and patient care,physicians - training - medical - care - patient - patient care - residency - healthcare - hospitals - physician,1.0
5606,ICEB-2025-0001-5624,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5607,ICEB-2025-0001-5625,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5608,ICEB-2025-0001-5626,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5609,ICEB-2025-0001-5627,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5610,ICEB-2025-0001-5628,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5611,ICEB-2025-0001-5629,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
5612,ICEB-2025-0001-5630,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5613,ICEB-2025-0001-5631,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5614,ICEB-2025-0001-5632,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4105578367359342
5615,ICEB-2025-0001-5633,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5616,ICEB-2025-0001-5634,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5617,ICEB-2025-0001-5635,4,4_physicians_training_medical_care,Disruption to physician training and patient care,physicians - training - medical - care - patient - patient care - residency - healthcare - hospitals - physician,0.8336248812993221
5618,ICEB-2025-0001-5636,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
5619,ICEB-2025-0001-5637,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5620,ICEB-2025-0001-5638,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5124204130645325
5621,ICEB-2025-0001-5639,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5622,ICEB-2025-0001-5640,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.7717620681292221
5623,ICEB-2025-0001-5641,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.8674484306026287
5624,ICEB-2025-0001-5642,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5625,ICEB-2025-0001-5643,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5626,ICEB-2025-0001-5644,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5627,ICEB-2025-0001-5645,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.9591297206069744
5628,ICEB-2025-0001-5646,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.6384535626087051
5629,ICEB-2025-0001-5647,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,1.0
5630,ICEB-2025-0001-5648,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5631,ICEB-2025-0001-5649,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5632,ICEB-2025-0001-5650,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5633,ICEB-2025-0001-5651,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.9424369533393188
5634,ICEB-2025-0001-5652,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.4989938998071256
5635,ICEB-2025-0001-5653,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5636,ICEB-2025-0001-5654,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5637,ICEB-2025-0001-5655,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5638,ICEB-2025-0001-5656,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5639,ICEB-2025-0001-5657,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5640,ICEB-2025-0001-5658,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5567198396226636
5641,ICEB-2025-0001-5659,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5642,ICEB-2025-0001-5660,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5643,ICEB-2025-0001-5661,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5740413004760473
5644,ICEB-2025-0001-5662,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.512903189941616
5645,ICEB-2025-0001-5663,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5646,ICEB-2025-0001-5664,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5681227290695765
5647,ICEB-2025-0001-5665,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5648,ICEB-2025-0001-5666,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5649,ICEB-2025-0001-5667,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5650,ICEB-2025-0001-5668,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5651,ICEB-2025-0001-5669,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.8737335963383613
5652,ICEB-2025-0001-5670,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,0.8721206009533333
5653,ICEB-2025-0001-5671,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5654,ICEB-2025-0001-5672,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5655,ICEB-2025-0001-5673,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5656,ICEB-2025-0001-5674,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5657,ICEB-2025-0001-5675,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5658,ICEB-2025-0001-5676,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5659,ICEB-2025-0001-5677,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5660,ICEB-2025-0001-5678,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5661,ICEB-2025-0001-5679,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5662,ICEB-2025-0001-5680,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5704346723487125
5663,ICEB-2025-0001-5681,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5664,ICEB-2025-0001-5682,-1,-1_students_international_international students_research,Mixed or unclassified international student and research concerns,students - international - international students - research - proposed - academic - dhs - graduate - programs - not,0.0
5665,ICEB-2025-0001-5683,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5666,ICEB-2025-0001-5684,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5549602107285964
5667,ICEB-2025-0001-5685,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5668,ICEB-2025-0001-5686,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5669,ICEB-2025-0001-5687,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5670,ICEB-2025-0001-5688,0,0_students_international_rule_international students,Fixed visa limits and loss of duration of status,students - international - rule - international students - research - proposed - not - status - academic - education,1.0
5671,ICEB-2025-0001-5689,1,1_master_students_second_second master,Restrictions on second or same-level degrees,master - students - second - second master - degree - level - academic - dhs - not - same,0.5575445185449608
